"loc","loc.correct","Freq","stateProvince","municipality","locality"
"brazil_sao paulo_em frente ao hotel marazul","",3,"sao paulo","cananeia","beira da estrada"
"brazil_sao paulo_embu guacu_ao sudoeste cipo guacu","",3,"sao paulo","embu-guacu","ao sudoeste de cipo-guacu"
"brazil_sao paulo_entorno represa casa grande sabesp","",3,"sao paulo","mogi das cruzes","estrada uzaca"
"brazil_sao paulo_entre jacupiranga e div","",3,"sao paulo","entre jacupiranga e div","entre jacupiranga e div"
"brazil_sao paulo_entre jacupiranga e div_entre jacupiranga e div","",3,"sao paulo","entre jacupiranga e div","entre jacupiranga e div"
"brazil_sao paulo_enxovas","",3,"sao paulo","enxovas","enxovas"
"brazil_sao paulo_enxovas_enxovas","",3,"sao paulo","enxovas","enxovas"
"brazil_sao paulo_estacao ecologica rbeirao preto","",3,"sao paulo","ribeirao preto","estacao ecologica de rbeirao preto, mata de santa teresa, trilha anterior a trilha do corrego que divide a reserva"
"brazil_sao paulo_estacao ecologico jureia itatins","",3,"sao paulo","estacao ecologico jureia-itatins","estacao ecologico jureia-itatins"
"brazil_sao paulo_estacao ecologico jureia itatins_estacao ecologico jureia itatins","",3,"sao paulo","estacao ecologico jureia-itatins","estacao ecologico jureia-itatins"
"brazil_sao paulo_estacao experimental iac","",3,"sao paulo","estacao experimental do iac|pariquera-acu","estacao experimental do iac|beira da rodovia regis bittencourt"
"brazil_sao paulo_estacao experimental inst","",3,"sao paulo","campinas","'fazenda santa elisa'|""fazenda santa elisa"""
"brazil_sao paulo_estacao experimental jundiai","",3,"sao paulo","jundiai","beira de estrada"
"brazil_sao paulo_estrad sete barras juquia","",3,"sao paulo","estrad de sete barras juquia","estrad de sete barras juquia"
"brazil_sao paulo_estrad sete barras juquia_estrad sete barras juquia","",3,"sao paulo","estrad de sete barras juquia","estrad de sete barras juquia"
"brazil_sao paulo_estrada acesso a area edgard","",3,"sao paulo","itirapina","estrada de acesso a area do edgard, em beira de estrada"
"brazil_sao paulo_estrada br 163","",3,"sao paulo","estrada br 163","estrada br 163"
"brazil_sao paulo_estrada br 163_estrada br 163","",3,"sao paulo","estrada br 163","estrada br 163"
"brazil_sao paulo_estrada casa farina","",3,"sao paulo","ubatuba","estrada da casa da farina, beira de estrada"
"brazil_sao paulo_estrada casa farinha","",3,"sao paulo","estrada da casa da farinha","estrada da casa da farinha"
"brazil_sao paulo_estrada casa farinha_estrada casa farinha","",3,"sao paulo","estrada da casa da farinha","estrada da casa da farinha"
"brazil_sao paulo_estrada em diracao a trilha rio bonito","",3,"sao paulo","cunha","estrada em diracao a trilha do rio bonito, floresta a beira da estrada"
"brazil_sao paulo_estrada engº marsilac_estrada engº marsilac, sitio a esquerda na estrada engº marsilac","",3,"sao paulo","estrada engº marsilac","estrada engº marsilac, sitio a esquerda na estrada engº marsilac"
"brazil_sao paulo_estrada gramado_estrada gramado, jardim eucaliptos","",3,"sao paulo","estrada do gramado","estrada do gramado, jardim dos eucaliptos"
"brazil_sao paulo_estrada moreira para sao jose alpes","",3,"sao paulo","campos do jordao","estrada do moreira para sao jose dos alpes, reserva do instituto florestal"
"brazil_sao paulo_estrada para sao jose campos","",3,"sao paulo","estrada para sao jose dos campos|campos do jordao","|estrada para sao jose dos campos, margens da estrada|estrada para sao jose dos campos, margem da estrada"
"brazil_sao paulo_estrada pariqueira acu","",3,"sao paulo","cananeia","estrada pariqueira-acu, 4 km estrada de terra"
"brazil_sao paulo_estrada pirapora a cabreuva","",3,"sao paulo","estrada de pirapora a cabreuva","estrada de pirapora a cabreuva"
"brazil_sao paulo_estrada pirapora a cabreuva_estrada pirapora a cabreuva","",3,"sao paulo","estrada de pirapora a cabreuva","estrada de pirapora a cabreuva"
"brazil_sao paulo_estrada sao paulo","",3,"sao paulo","sao paulo","estrada de sao paulo, estacao biologica, estrada de ferro sao paulo-santos"
"brazil_sao paulo_estrada sete barras_estrada sete barras","",3,"sao paulo","estrada sete barras","estrada sete barras"
"brazil_sao paulo_estrada velha santos","",3,"sao paulo","sao bernardo do campo","estrada velha de santos, estrada caminhos do mar|estrada velha de santos, estrada caminhos do mart"
"brazil_sao paulo_fazenda campininha","",3,"sao paulo","fazenda campininha","fazenda campininha"
"brazil_sao paulo_fazenda campininha_fazenda campininha","",3,"sao paulo","fazenda campininha","fazenda campininha"
"brazil_sao paulo_fazenda malota","",3,"sao paulo","jundiai","fazenda malota, serra do japi|fazenda malota, estrada serra do japi"
"brazil_sao paulo_fazenda morrinhos","",3,"sao paulo","pariquera-acu","fazenda morrinhos, brejo ao lado da estrada de terra|fazenda morrinhos, borda de lago da fazenda morrinhos localizada em estrada de terra dentro da estacao experimental de pariquera"
"brazil_sao paulo_fazenda santo antonio","",3,"sao paulo","ibitinga","fazenda santo antonio, mata mesofila semidecidua com abundancia de cariniana"
"brazil_sao paulo_fazenda vale grande","",3,"sao paulo","aluminio","fazenda vale grande, estrada de terra"
"brazil_sao paulo_finco","",3,"sao paulo","finco","finco"
"brazil_sao paulo_finco_finco","",3,"sao paulo","finco","finco"
"brazil_sao paulo_floresta ombrofila densa","",3,"sao paulo","cunha","floresta a beira da estrada|estrada para pedra da marcela"
"brazil_sao paulo_franco rocha_marsilac","",3,"sao paulo","franco da rocha","marsilac"
"brazil_sao paulo_galia_estado eco","",3,"sao paulo","galia","estado eco"
"brazil_sao paulo_galia_estrada jeep","",3,"sao paulo","galia","estrada jeep"
"brazil_sao paulo_galia_ferrovia bauru tupa","",3,"sao paulo","galia","ferrovia bauru-tupa"
"brazil_sao paulo_gruta aguas virtuosas","",3,"sao paulo","gruta das aguas virtuosas","gruta das aguas virtuosas"
"brazil_sao paulo_gruta aguas virtuosas_gruta aguas virtuosas","",3,"sao paulo","gruta das aguas virtuosas","gruta das aguas virtuosas"
"brazil_sao paulo_guapiara_coletado no sitio alegre","",3,"sao paulo","guapiara","coletado no sitio alegre"
"brazil_sao paulo_guapiara_material coletado no sitio alegre","",3,"sao paulo","guapiara","material coletado no sitio alegre"
"brazil_sao paulo_guapira_parque estadual intervales trilha bocaina em direcao a gruta maozinha e minotauro","",3,"sao paulo","guapira","parque estadual intervales trilha da bocaina em direcao a gruta da maozinha e do minotauro"
"brazil_sao paulo_guaratingueta_fazenda lavrinhas, estrada sao jose alpes e horto","",3,"sao paulo","guaratingueta","fazenda lavrinhas, estrada sao jose dos alpes e horto"
"brazil_sao paulo_guaratuba_guaratuba","",3,"sao paulo","guaratuba","guaratuba"
"brazil_sao paulo_guarei_margem estrada","",3,"sao paulo","guarei","margem da estrada"
"brazil_sao paulo_guarei_sanrandi","",3,"sao paulo","guarei","sanrandi"
"brazil_sao paulo_guaruja_at the farm, fazenda sitio grande","",3,"sao paulo","guaruja","at the farm, fazenda sitio grande"
"brazil_sao paulo_guaruja_beira estrada que leva a trilha obuseiro","",3,"sao paulo","guaruja","beira da estrada que leva a trilha do obuseiro"
"brazil_sao paulo_guaruja_coletada nas proximidades cidade","",3,"sao paulo","guaruja","coletada nas proximidades da cidade"
"brazil_sao paulo_guaruja_estrada que acesso a rampa voo com asa delta","",3,"sao paulo","guaruja","estrada que da acesso a rampa de voo com asa delta"
"brazil_sao paulo_guaruja_ilha sto amaro","",3,"sao paulo","guaruja","ilha de sto amaro"
"brazil_sao paulo_guaruja_manguezal dow brasil","",3,"sao paulo","guaruja","manguezal da dow brasil"
"brazil_sao paulo_guaruja_pitangueiras","",3,"sao paulo","guaruja","pitangueiras"
"brazil_sao paulo_guaruja_trilha para a praia 'prainha branca'","",3,"sao paulo","guaruja","trilha para a praia 'prainha branca'"
"brazil_sao paulo_guaruja_trilha para a praia ""prainha branca""","",3,"sao paulo","guaruja","trilha para a praia ""prainha branca"""
"brazil_sao paulo_guaruja_trilha para a prainha branca","",3,"sao paulo","guaruja","trilha para a prainha branca"
"brazil_sao paulo_guaruja_vila prainha branca","",3,"sao paulo","guaruja","vila prainha branca|vila da prainha branca"
"brazil_sao paulo_guarulhos_bairro recreio sao jorge","",3,"sao paulo","guarulhos","bairro recreio sao jorge"
"brazil_sao paulo_guarulhos_lote 5 oae 501","",3,"sao paulo","guarulhos","lote 5 oae 501"
"brazil_sao paulo_guedes","",3,"sao paulo","jaguariuna","fazenda da barra"
"brazil_sao paulo_herbarium instituto botanica","",3,"sao paulo","herbarium instituto botanica","herbarium instituto botanica"
"brazil_sao paulo_herbarium instituto botanica_herbarium instituto botanica","",3,"sao paulo","herbarium instituto botanica","herbarium instituto botanica"
"brazil_sao paulo_horto cantareira","",3,"sao paulo","horto da cantareira","horto da cantareira"
"brazil_sao paulo_horto cantareira_horto cantareira","",3,"sao paulo","horto da cantareira","horto da cantareira"
"brazil_sao paulo_horto florestal ""navarro andrade""","",3,"sao paulo","rio claro","horto florestal ""navarro de andrade"", floresta estadual edmundo navarro de andrade"
"brazil_sao paulo_i","",3,"sao paulo","i","i"
"brazil_sao paulo_i_i","",3,"sao paulo","i","i"
"brazil_sao paulo_iac, estacao experimental, area nativa, fragmento a direita rodovia para pinhalzinho, pr_ximo ao riacho","",3,"sao paulo","iac, estacao experimental, area nativa, fragmento a direita da rodovia para pinhalzinho, pr_ximo ao riacho",""
"brazil_sao paulo_iaras_coletada na margem rodovia presidente castelo branco km 258","",3,"sao paulo","iaras","coletada na margem da rodovia presidente castelo branco km 258"
"brazil_sao paulo_ibitinga_fazenda santo antoinio","",3,"sao paulo","ibitinga","fazenda santo antoinio"
"brazil_sao paulo_ibitinga_fazenda santo antoio","",3,"sao paulo","ibitinga","fazenda santo antoio"
"brazil_sao paulo_ibitinga_fazenda santo antonio, mata mesofila semidecidua com abundancia cariniana","",3,"sao paulo","ibitinga","fazenda santo antonio, mata mesofila semidecidua com abundancia de cariniana"
"brazil_sao paulo_ibitinga_sp317","",3,"sao paulo","ibitinga","sp317"
"brazil_sao paulo_ibiuna_cerca 2 km estrada que sai a esquerda, rodovia sp 250 km 63, fragmento campo alterado entre a estrada e plantacao","",3,"sao paulo","ibiuna","cerca de 2 km da estrada que sai a esquerda, da rodovia sp-250 km 63, fragmento de campo alterado entre a estrada e plantacao"
"brazil_sao paulo_ibiuna_estrada para bairro gabriel no km 63 sp 250","",3,"sao paulo","ibiuna","estrada para bairro dos gabriel no km 63 da sp-250|estrada para bairro do gabriel no km 63 da sp-250"
"brazil_sao paulo_ibiuna_fazenda pedroso","",3,"sao paulo","ibiuna","fazenda de pedroso"
"brazil_sao paulo_ibiuna_parque estadual jurupara, estrada cacador","",3,"sao paulo","ibiuna","parque estadual de jurupara, estrada do cacador"
"brazil_sao paulo_ibiuna_parque estadual jurupara, estrada para a agua carapuca","",3,"sao paulo","ibiuna","parque estadual do jurupara, estrada para a agua da carapuca|parque estadual de jurupara, estrada para a agua da carapuca"
"brazil_sao paulo_ibiuna_parque estadual jurupara, na margem estrada","",3,"sao paulo","ibiuna","parque estadual de jurupara, na margem da estrada"
"brazil_sao paulo_ibiuna_paruqe estadual jurupara, fazenda tucano","",3,"sao paulo","ibiuna","paruqe estadual de jurupara, fazenda tucano"
"brazil_sao paulo_ibiuna_proximidades rodovia sp","",3,"sao paulo","ibiuna","proximidades da rodovia sp"
"brazil_sao paulo_ibiuna_proximo a represa","",3,"sao paulo","ibiuna","proximo a represa"
"brazil_sao paulo_ibiuna_proximo a um pesqueiro","",3,"sao paulo","ibiuna","proximo a um pesqueiro"
"brazil_sao paulo_ibiuna_proximo ao distrito ibiuna","",3,"sao paulo","ibiuna","proximo ao distrito de ibiuna"
"brazil_sao paulo_ibiuna_proximo ao km 63 estrada sp 250","",3,"sao paulo","ibiuna","proximo ao km 63 da estrada sp-250"
"brazil_sao paulo_ibiuna_residencia no bairro matadouro","",3,"sao paulo","ibiuna","residencia no bairro do matadouro|residencia no bairro matadouro"
"brazil_sao paulo_ibiuna_rua caieiras","",3,"sao paulo","ibiuna","rua caieiras"
"brazil_sao paulo_ibiuna_sitio kokushikan","",3,"sao paulo","ibiuna","sitio da kokushikan"
"brazil_sao paulo_ibiuna_sp 250","",3,"sao paulo","ibiuna","sp-250"
"brazil_sao paulo_ibiuna_vargem salto","",3,"sao paulo","ibiuna","vargem do salto"
"brazil_sao paulo_igarata","",3,"sao paulo","santa isabel","beira da estrada"
"brazil_sao paulo_iguape","",3,"sao paulo","pariquera-acu","3km se of center of city of pariquera-acu on road to iguape"
"brazil_sao paulo_iguape island","",3,"sao paulo","iguape","on new dirt road across island"
"brazil_sao paulo_iguape_afluente rio ribeira iguape","",3,"sao paulo","iguape","afluente do rio ribeira de iguape"
"brazil_sao paulo_iguape_area urbana","",3,"sao paulo","iguape","area urbana"
"brazil_sao paulo_iguape_beira estrada para iguape","",3,"sao paulo","iguape","beira da estrada para iguape"
"brazil_sao paulo_iguape_beira rio verde","",3,"sao paulo","iguape","beira rio verde"
"brazil_sao paulo_iguape_cajuva","",3,"sao paulo","iguape","cajuva"
"brazil_sao paulo_iguape_caminho morro","",3,"sao paulo","iguape","caminho do morro"
"brazil_sao paulo_iguape_coletado na estrada para pariquera acu","",3,"sao paulo","iguape","coletado na estrada para pariquera-acu"
"brazil_sao paulo_iguape_coordenada calculada","",3,"sao paulo","iguape","coordenada calculada"
"brazil_sao paulo_iguape_ecologica jureia","",3,"sao paulo","iguape","ecologica jureia"
"brazil_sao paulo_iguape_ecological reserve of jureia itatins","",3,"sao paulo","iguape","ecological reserve of jureia-itatins"
"brazil_sao paulo_iguape_estacao ecologica chauas, km 78 rodovia pariquera","",3,"sao paulo","iguape","estacao ecologica de chauas, km 78 da rodovia pariquera"
"brazil_sao paulo_iguape_estacao ecologica chauas, km 78 rodovia pariquera acu","",3,"sao paulo","iguape","estacao ecologica de chauas, km 78 da rodovia pariquera-acu"
"brazil_sao paulo_iguape_estacao ecologica chauas, nno km 78 rodovia pariquera iguape","",3,"sao paulo","iguape","estacao ecologica de chauas, nno km 78 da rodovia pariquera-iguape"
"brazil_sao paulo_iguape_estacao ecologica chauas, no km 78 rodovia pariquera iguae","",3,"sao paulo","iguape","estacao ecologica de chauas, no km 78 da rodovia pariquera-iguae"
"brazil_sao paulo_iguape_estacao ecologica chauas, no km 78 rodovia pariquera iguape, floresta restinga preservada","",3,"sao paulo","iguape","estacao ecologica de chauas, no km 78 da rodovia pariquera-iguape, floresta de restinga preservada"
"brazil_sao paulo_iguape_estacao ecologica chauas, trilha acesso km 78 rodovia pariquera a iguape","",3,"sao paulo","iguape","estacao ecologica dos chauas, trilha de acesso do km 78 da rodovia pariquera a iguape"
"brazil_sao paulo_iguape_estacao ecologica jureia itatina","",3,"sao paulo","iguape","estacao ecologica jureia-itatina"
"brazil_sao paulo_iguape_estado ecologico jureia","",3,"sao paulo","iguape","estado ecologico de jureia"
"brazil_sao paulo_iguape_estrada acesso","",3,"sao paulo","iguape","estrada de acesso"
"brazil_sao paulo_iguape_estrada cristo","",3,"sao paulo","iguape","estrada do cristo"
"brazil_sao paulo_iguape_estrada iguape paraquera acu","",3,"sao paulo","iguape","estrada iguape-paraquera-acu"
"brazil_sao paulo_iguape_estrada mandira","",3,"sao paulo","iguape","estrada do mandira"
"brazil_sao paulo_iguape_fazenda recanto passaros","",3,"sao paulo","iguape","fazenda recanto dos passaros"
"brazil_sao paulo_iguape_ferry boat","",3,"sao paulo","iguape","ferry-boat"
"brazil_sao paulo_iguape_from junction with the sao paulo registro road","",3,"sao paulo","iguape","from junction with the sao paulo-registro road"
"brazil_sao paulo_iguape_ilha mar","",3,"sao paulo","iguape","ilha do mar"
"brazil_sao paulo_iguape_in center of iguape island","",3,"sao paulo","iguape","in center of iguape island"
